client_id,client_type,age_band,gender,region,signup_month,first_trip_date,last_trip_date,days_since_last_trip,lifetime_trips,trips_last_12m,lifetime_spend,spend_last_12m,avg_spend_per_trip,avg_lead_time_days,trips_one_way,trips_round_trip,trips_multi_leg,preferred_aircraft_category,nps_response,website_visits_last_30d
C-66944B0B3D1E,Individual,35-44,M,Northeast,2020-06-01,2024-05-21,2025-11-06,86,10,6,297396.78,180563.89,29739.68,14.3,6,4,0,Midsize,,4
C-CE3D9BCC30B5,Individual,55-64,M,South,2020-06-01,2024-01-23,2024-06-16,594,3,0,131181.65,0.0,43727.22,2.3,1,2,0,Light Jet,,4
C-62C06293F18A,Individual,35-44,M,South,2020-06-01,2024-01-02,2024-12-19,408,2,0,97433.56,0.0,48716.78,45.5,1,1,0,Light Jet,4.0,5
C-7FB9FD1B34F9,Individual,55-64,F,Northeast,2020-07-01,2024-06-21,2025-07-02,213,3,2,106322.98,33620.28,35440.99,9.0,1,0,2,Midsize,7.0,2
C-95E0C42DB413,Individual,55-64,M,South,2020-06-01,2024-07-12,2025-07-09,206,4,2,34959.5,13800.82,8739.88,19.0,4,0,0,Light Jet,7.0,2
C-196275BAA6E5,Individual,35-44,M,Northeast,2020-06-01,2024-06-25,2024-06-25,585,1,0,14753.31,0.0,14753.31,16.0,0,1,0,Super Mid,,1
C-83369575DBC8,Individual,55-64,F,Northeast,2021-01-01,2026-01-24,2026-01-24,7,1,1,18611.1,18611.1,18611.1,0.0,1,0,0,Ultra Long Range,,10
C-33A9DEF43681,Individual,55-64,F,South,2020-07-01,2024-08-10,2024-11-10,447,2,0,25220.1,0.0,12610.05,3.0,1,1,0,Midsize,,3
C-D15A08A0F8A1,Business,55-64,Unknown,South,2020-08-01,2024-05-02,2025-11-05,87,8,4,216995.15,117909.17,27124.39,21.2,4,3,1,Ultra Long Range,8.0,3
C-857FC18B01B9,Individual,65+,F,Northeast,2020-06-01,2024-05-02,2025-04-23,283,3,1,62997.3,18382.9,20999.1,23.0,3,0,0,Super Mid,,3
C-28F2CF73EC05,Individual,45-54,M,Northeast,2020-06-01,2024-05-11,2026-01-14,17,9,6,236442.03,188813.16,26271.34,14.0,3,6,0,Midsize,,3
C-9406A67169F7,Individual,35-44,M,West,2020-07-01,2024-05-17,2024-09-28,490,5,0,71562.76,0.0,14312.55,4.0,4,0,1,Midsize,,2
C-23D31CCA7555,Individual,35-44,M,West,2020-07-01,2024-01-11,2025-12-08,54,4,1,228365.63,76758.97,57091.41,15.2,1,3,0,Heavy Jet,7.0,1
C-A7445EA1C432,Business,35-44,M,Midwest,2020-07-01,2024-06-25,2025-05-28,248,3,1,65459.46,23998.39,21819.82,,3,0,0,Midsize,,8
C-7ECBA53DF899,Individual,45-54,M,West,2020-07-01,2024-01-22,2025-06-13,232,22,8,606860.75,90147.49,27584.58,6.4,19,3,0,Light Jet,7.0,2
C-CCBDFB795845,Individual,55-64,Unknown,Northeast,2021-08-01,2024-11-07,2025-07-19,196,3,2,152355.4,103948.19,50785.13,58.7,0,3,0,Super Mid,,4
C-444BF4726BD4,Individual,45-54,M,West,2020-07-01,2024-08-05,2024-08-05,544,2,0,68267.64,0.0,34133.82,7.0,0,2,0,Heavy Jet,5.0,3
C-A29B6233E691,Individual,55-64,M,South,2025-04-01,2025-04-11,2025-04-11,295,1,1,16728.55,16728.55,16728.55,1.0,1,0,0,Ultra Long Range,1.0,3
C-00D3F6CC841B,Individual,45-54,M,South,2022-03-01,2024-03-10,2025-12-05,57,10,4,270179.43,135388.39,27017.94,20.3,4,6,0,Light Jet,4.0,6
C-A784B27170E8,Individual,65+,Unknown,West,2020-12-01,2024-02-03,2025-09-10,143,7,3,98192.17,37054.93,14027.45,4.1,6,1,0,Heavy Jet,0.0,5
C-EB8E5F2BE674,Business,45-54,M,Northeast,2020-07-01,2024-05-17,2026-01-06,25,6,4,97531.34,69603.73,16255.22,43.7,6,0,0,Midsize,,6
C-7514718DC925,Individual,65+,M,West,2020-07-01,2025-09-07,2025-09-07,146,1,1,21076.84,21076.84,21076.84,52.0,1,0,0,Midsize,,4
C-355BB14A9600,Business,55-64,M,Midwest,2020-07-01,2024-05-15,2025-09-19,134,16,5,528346.1,277985.66,33021.63,2.9,10,6,0,Midsize,,1
C-13D667A1C6C4,Individual,35-44,,Midwest,2020-11-01,2024-04-26,2025-11-11,81,4,2,86965.57,41583.33,21741.39,32.8,4,0,0,Light Jet,,4
C-DE4E22CCF0E4,Business,35-44,Unknown,International,2020-07-01,2024-01-03,2026-01-23,8,69,35,1632704.27,807019.17,23662.38,8.6,42,21,6,Heavy Jet,,5
C-117B12A665E0,Individual,55-64,Unknown,Northeast,2020-08-01,2024-03-21,2024-03-21,681,1,0,126813.21,0.0,126813.21,13.0,1,0,0,Light Jet,,3
C-F0D61DF64B49,Individual,45-54,M,South,2021-02-01,2024-10-29,2025-11-20,72,5,3,130948.12,78801.81,26189.62,65.0,0,5,0,Super Mid,,3
C-93AC5F4F3B5F,Business,55-64,Unknown,Northeast,2020-07-01,2025-04-17,2025-12-26,36,2,2,36671.119999999995,36671.12,18335.56,15.5,2,0,0,Light Jet,,6
C-804BE5CB9C70,Business,55-64,Unknown,Northeast,2020-10-01,2025-05-09,2025-08-15,169,2,2,74860.54000000001,74860.54,37430.27,22.0,2,0,0,Midsize,9.0,6
C-E17702BE6974,Individual,45-54,F,West,,2024-05-22,2025-11-21,71,4,2,123160.26000000001,58969.79,30790.06,23.2,4,0,0,Midsize,10.0,4
C-8329A959F452,Individual,35-44,M,West,2020-08-01,2025-02-01,2025-02-01,364,1,1,12717.59,12717.59,12717.59,5.0,1,0,0,Light Jet,,4
C-5872286EE43B,Individual,35-44,M,West,2020-10-01,2024-05-16,2025-12-20,42,19,9,488972.25,258561.73,25735.38,64.3,15,4,0,Heavy Jet,0.0,3
C-812C4DA60342,Individual,45-54,M,Northeast,2020-08-01,2024-05-10,2025-10-16,107,2,1,26118.47,18806.41,13059.24,24.5,1,1,0,Midsize,,4
C-86BB8A2DC846,Business,55-64,Unknown,South,2020-07-01,2024-11-14,2025-06-25,220,2,1,42770.26,15304.92,21385.13,1.0,1,1,0,Light Jet,,5
C-0DDBEA7D533F,Individual,45-54,M,Northeast,2020-08-01,2024-07-15,2025-12-04,58,8,3,179262.91999999998,52891.68,22407.86,12.2,4,4,0,Light Jet,,3
C-71C462D1EC88,Individual,35-44,M,South,2020-10-01,2024-10-17,2025-10-19,104,2,1,59358.79,29384.75,29679.4,22.5,2,0,0,Heavy Jet,4.0,2
C-DF45591AD0A5,Individual,45-54,M,Midwest,2020-08-01,2024-12-28,2025-12-28,34,3,2,176759.94999999998,101421.27,58919.98,8.0,3,0,0,Light Jet,,3
C-F2174A16E888,Business,45-54,Unknown,Northeast,2021-04-01,2024-01-22,2026-01-20,11,12,6,301791.57,157349.93,25149.3,79.5,12,0,0,Light Jet,,10
C-2F9F981D6BDF,Business,35-44,M,South,2020-09-01,2024-02-14,2025-12-03,59,23,13,519804.67,317665.19,22600.2,19.3,12,11,0,Midsize,3.0,4
C-2EA8011393B8,Individual,45-54,M,South,2022-03-01,2024-05-13,2026-01-27,4,10,4,178527.77000000002,86081.7,17852.78,14.3,7,3,0,Light Jet,,5
C-1BCF6225499C,Individual,45-54,Unknown,West,2020-08-01,2024-01-02,2026-01-28,3,11,5,224730.44,113071.79,20430.04,8.9,6,5,0,Light Jet,,7
C-2E6111028CA6,Individual,35-44,M,West,2025-05-01,2025-05-15,2025-05-15,261,1,1,37567.5,37567.5,37567.5,17.0,0,1,0,Heavy Jet,,3
C-0C954C03D08B,Individual,55-64,M,Northeast,2020-09-01,2024-07-30,2025-02-02,363,6,1,156154.21,4180.01,26025.7,34.6,3,3,0,Light Jet,,3
C-4666ADD2A68E,Individual,55-64,M,South,2020-10-01,2024-06-03,2025-01-14,382,2,0,40139.82,0.0,20069.91,8.0,1,1,0,Heavy Jet,8.0,4
C-76F3BCAD56CD,Individual,55-64,F,Northeast,2020-09-01,2024-04-10,2024-11-14,443,4,0,75840.54,0.0,18960.13,12.0,1,3,0,Midsize,,6
C-71A6A1F3641F,Individual,55-64,M,South,2024-08-01,2024-08-19,2024-08-19,530,1,0,9787.19,0.0,9787.19,,1,0,0,Midsize,,3
C-02C93C0FC884,Individual,35-44,F,West,2022-09-01,2024-02-06,2025-10-15,108,7,2,244299.93,85321.84,34899.99,16.9,7,0,0,Midsize,6.0,2
C-DC7B91AFB504,Individual,35-44,F,West,2020-12-01,2024-01-07,2025-12-18,44,6,3,86426.67,53404.41,14404.44,24.3,3,3,0,Super Mid,,5
C-174A5235584C,Individual,55-64,Unknown,Northeast,2021-05-01,2024-09-12,2026-01-16,15,14,8,376307.75,234678.31,26879.12,6.8,5,8,1,Light Jet,,4
C-F83A3499ADED,Individual,55-64,F,South,2020-09-01,2024-01-06,2026-01-20,11,28,15,722786.68,393821.28,25813.81,38.3,14,14,0,Super Mid,,6
C-F19A67A0A398,Individual,55-64,M,Unknown,2020-11-01,2024-02-04,2024-11-04,453,2,0,58837.560000000005,0.0,29418.78,,1,1,0,Midsize,7.0,4
C-C698B3DD0905,Individual,65+,M,Northeast,2021-07-01,2025-04-26,2025-04-26,280,1,1,10166.3,10166.3,10166.3,,0,1,0,Light Jet,,5
C-02600851F076,Business,55-64,Unknown,West,2020-10-01,2024-06-27,2025-11-27,65,5,3,145086.48,81693.03,29017.3,63.8,0,5,0,Heavy Jet,,3
C-21069867DE64,Individual,55-64,M,South,2020-10-01,2024-05-08,2025-11-15,77,3,1,77534.01999999999,40177.64,25844.67,15.3,0,2,1,Light Jet,,6
C-93EAC760EAB6,Individual,55-64,M,Northeast,2020-11-01,2024-02-09,2024-05-08,633,2,0,52317.880000000005,0.0,26158.94,20.0,2,0,0,Light Jet,,3
C-71BD85308326,Business,55-64,,South,2020-12-01,2024-02-04,2025-08-30,154,4,2,160637.84999999998,65032.89,40159.46,13.2,4,0,0,Midsize,,2
C-10CCC10E021F,Individual,45-54,F,Northeast,2020-10-01,2024-05-17,2024-09-23,495,3,0,63388.49,0.0,21129.5,19.0,2,1,0,Super Mid,8.0,1
C-0F755124CE22,Individual,55-64,M,Unknown,2021-01-01,2024-02-16,2025-11-15,77,7,2,188628.06,93295.82,26946.87,2.9,4,2,1,Light Jet,,2
C-6125553A250D,Individual,35-44,M,Northeast,2020-12-01,2024-05-08,2025-12-06,56,8,5,174200.73,116798.46,21775.09,53.2,6,2,0,Light Jet,,2
C-C59A265160F0,Individual,45-54,M,South,2020-11-01,2025-10-15,2025-10-15,108,1,1,23824.77,23824.77,23824.77,12.0,1,0,0,Ultra Long Range,5.0,3
C-9CD766274470,Individual,45-54,M,South,2022-01-01,2024-02-17,2025-03-07,330,3,1,79466.69,20617.93,26488.9,42.7,1,2,0,Heavy Jet,7.0,3
C-1B96C1FB2430,Individual,45-54,M,Northeast,2022-09-01,2024-01-09,2024-12-08,419,21,0,960950.36,0.0,45759.54,8.0,7,11,3,Light Jet,,2
C-F629470DAFCB,Individual,65+,M,South,2020-11-01,2024-09-13,2024-09-13,505,2,0,14665.84,0.0,7332.92,18.0,2,0,0,Heavy Jet,,2
C-02AD0BFB1C9C,Individual,25-34,M,South,2021-01-01,2024-02-01,2026-01-25,6,7,2,161993.47,42335.59,23141.92,88.4,5,2,0,Midsize,,6
C-BF37A0651F6F,Individual,55-64,Unknown,West,2020-10-01,2024-07-17,2025-12-22,40,5,3,114043.79999999999,75110.26,22808.76,14.6,4,1,0,Ultra Long Range,,1
C-42B4769FF12A,Individual,35-44,M,Northeast,2020-11-01,2024-01-06,2025-09-28,125,7,4,177661.82,71154.76,25380.26,27.0,3,4,0,Heavy Jet,7.0,1
C-4672A3C8ED38,Individual,45-54,Unknown,South,2022-01-01,2024-07-09,2025-07-25,190,4,1,71047.6,19279.79,17761.9,3.8,4,0,0,Heavy Jet,,4
C-70C03766E9A4,Individual,55-64,M,Midwest,2020-11-01,2024-12-07,2025-10-15,108,3,2,94172.36,32834.77,31390.79,58.3,0,3,0,Midsize,,3
C-211F60C5F135,Individual,45-54,F,South,2020-10-01,2024-01-10,2026-01-18,13,13,5,316276.8,117821.15,24328.98,38.1,6,6,1,Super Mid,1.0,6
C-29FD0275EF66,Business,35-44,Unknown,International,2020-10-01,2024-06-24,2024-06-24,586,1,0,16895.43,0.0,16895.43,4.0,0,1,0,Super Mid,,5
C-C03BFF232D30,Individual,35-44,M,South,2020-12-01,2025-01-18,2026-01-12,19,2,1,33561.54,18202.01,16780.77,7.5,2,0,0,Midsize,,5
C-1F2885B43C79,Individual,55-64,F,Midwest,2020-12-01,2024-06-09,2026-01-31,0,4,3,67348.03,48813.33,16837.01,4.2,2,2,0,Ultra Long Range,,0
C-F906EFBE3C7C,Business,35-44,Unknown,West,2021-01-01,2024-04-06,2026-01-25,6,18,15,644529.81,552522.89,35807.21,12.1,13,5,0,Midsize,7.0,3
C-FD42328EF055,Individual,45-54,M,Midwest,2020-11-01,2024-01-28,2025-05-23,253,4,1,54105.96,11068.78,13526.49,30.2,4,0,0,Midsize,5.0,3
C-09C5E91378C7,Business,45-54,M,Unknown,2020-11-01,2024-06-18,2024-06-18,592,1,0,20946.92,0.0,20946.92,25.0,0,1,0,Heavy Jet,,3
C-45DB807DD8DD,Individual,45-54,M,South,2020-12-01,2024-03-29,2025-10-17,106,8,4,103598.86,59790.35,12949.86,8.2,6,2,0,Midsize,,5
C-B3CE20B131CC,Individual,65+,F,Unknown,2024-10-01,2024-10-14,2024-10-14,474,1,0,7602.66,0.0,7602.66,3.0,0,1,0,Ultra Long Range,,6
C-9B16AC16D5A0,Business,55-64,Unknown,Northeast,2020-11-01,2025-01-20,2025-01-20,376,1,0,84000.04,0.0,84000.04,17.0,0,1,0,Ultra Long Range,,9
C-EC6D906CBCC0,Individual,25-34,F,Northeast,2020-12-01,2025-12-07,2025-12-07,55,1,1,18500.96,18500.96,18500.96,24.0,1,0,0,Light Jet,,7
C-DE8928C5EFDD,Individual,45-54,M,Northeast,2020-11-01,2024-04-17,2025-09-12,141,4,2,96105.24,49366.71,24026.31,31.5,1,3,0,Super Mid,,1
C-1A08723DD6E8,Individual,45-54,F,Northeast,2020-11-01,2024-04-24,2025-12-10,52,13,8,244959.08000000002,164690.62,18843.01,7.2,13,0,0,Super Mid,,2
C-7351AE9283C9,Individual,55-64,M,South,2021-12-01,2024-05-19,2025-10-13,110,8,6,223571.13,143878.8,27946.39,31.2,5,3,0,Midsize,2.0,4
C-A309A5E9CD20,Individual,35-44,M,Northeast,2021-01-01,2024-06-16,2025-12-11,51,7,3,162202.16,61053.56,23171.74,10.3,6,1,0,Light Jet,,1
C-D061F7E18BB2,Individual,45-54,M,Northeast,2020-12-01,2024-10-17,2025-12-11,51,7,6,179113.84999999998,153417.02,25587.69,41.3,4,3,0,Ultra Long Range,,3
C-9E06C631C707,Business,55-64,M,West,2021-10-01,2025-03-15,2026-01-31,0,8,8,189917.86,189917.86,23739.73,5.6,8,0,0,Light Jet,8.0,4
C-C9930F59822D,Individual,55-64,M,Midwest,2020-12-01,2024-02-19,2024-04-25,646,2,0,40998.979999999996,0.0,20499.49,3.0,2,0,0,Midsize,,1
C-905F8835C026,Individual,35-44,M,Northeast,2020-12-01,2024-03-17,2024-03-17,685,1,0,81295.63,0.0,81295.63,20.0,0,1,0,Ultra Long Range,,2
C-C79E25D4C3D2,Individual,45-54,F,South,2020-12-01,2024-04-06,2025-09-29,124,5,3,121176.02,81653.73,24235.2,,4,1,0,Light Jet,,0
C-B0B28D56B5DA,Individual,45-54,M,South,,2025-05-18,2025-05-27,249,2,2,41254.89,41254.89,20627.44,9.5,2,0,0,Midsize,,1
C-2C60776ADA75,Individual,45-54,M,South,2020-12-01,2024-03-30,2025-12-04,58,6,3,121668.91,57157.84,20278.15,24.2,4,2,0,Midsize,,2
C-6FF5C7C9637B,Business,65+,M,South,2020-12-01,2024-12-23,2024-12-23,404,1,0,22105.28,0.0,22105.28,10.0,0,1,0,Ultra Long Range,,7
C-83FBB6D4F94A,Individual,55-64,M,Northeast,2020-12-01,2024-03-19,2024-03-19,683,4,0,13698.05,0.0,3424.51,,4,0,0,Heavy Jet,,3
C-A987B3599D99,Individual,35-44,M,South,2021-01-01,2024-03-23,2024-11-29,428,2,0,73804.08,0.0,36902.04,5.5,0,2,0,Super Mid,,4
C-DC1620222AAD,Individual,55-64,M,Unknown,2020-12-01,2024-01-09,2025-12-30,32,16,10,402816.17,235714.86,25176.01,15.9,2,14,0,Super Mid,0.0,2
C-171AFEECE70B,Individual,65+,M,Northeast,2020-12-01,2024-03-08,2025-11-24,68,15,6,436530.89,199625.87,29102.06,12.6,10,4,1,Midsize,,5
C-E195EA6BB297,Business,55-64,Unknown,Northeast,2020-12-01,2025-06-30,2025-11-08,84,3,3,67041.99,67041.99,22347.33,122.7,2,1,0,Super Mid,5.0,5
C-348DA4017C1A,Individual,35-44,M,Northeast,2020-12-01,2024-01-25,2025-05-11,265,10,2,85078.75,21650.17,8507.88,4.2,9,1,0,Super Mid,0.0,3
C-DBC31A8B6003,Individual,45-54,M,South,2020-12-01,2024-02-17,2024-02-17,714,2,0,23590.839999999997,0.0,11795.42,3.0,0,2,0,Super Mid,,3
C-E356852D2671,Individual,55-64,M,Northeast,2020-12-01,2025-02-23,2025-02-23,342,1,1,21824.0,21824.0,21824.0,7.0,1,0,0,Heavy Jet,,6
C-A207A2C3AD1B,Individual,35-44,F,West,2020-12-01,2025-01-20,2025-01-20,376,1,0,16421.66,0.0,16421.66,12.0,1,0,0,Heavy Jet,,6
C-A5314CFCA48E,Individual,55-64,M,Northeast,2020-12-01,2025-01-14,2025-10-14,109,2,1,62834.8,12115.89,31417.4,4.0,1,1,0,Heavy Jet,,8
C-B7A04E328611,Individual,55-64,M,Northeast,2021-01-01,2025-01-28,2025-11-13,79,2,1,42325.17,22642.5,21162.58,0.0,2,0,0,Super Mid,,4
C-D3B82C1A8C5A,Individual,35-44,M,Unknown,2021-01-01,2024-06-03,2025-12-23,39,5,3,58080.590000000004,33877.57,11616.12,27.0,5,0,0,Light Jet,,4
C-9506B976C650,Individual,45-54,M,Midwest,2021-02-01,2024-01-03,2026-01-24,7,15,7,269031.81,109221.65,17935.45,10.8,4,10,1,Midsize,,4
C-334EF391711F,Individual,18-24,M,West,2021-02-01,2024-02-15,2025-11-17,75,3,1,57392.45,20784.81,19130.82,40.0,1,2,0,Light Jet,10.0,5
C-A1AF01EB4FDE,Individual,35-44,M,Northeast,2021-02-01,2024-02-02,2025-06-08,237,6,4,171397.19,100211.74,28566.2,18.5,3,3,0,Light Jet,,5
C-EEFE1F6CAFDD,Individual,45-54,M,West,2021-02-01,2024-02-22,2024-02-22,709,2,0,27626.01,0.0,13813.0,34.0,0,2,0,Light Jet,,4
C-FB83E56A2FC9,Individual,35-44,M,South,2021-03-01,2024-01-31,2025-11-13,79,5,3,67848.70999999999,45591.74,13569.74,7.6,2,3,0,Super Mid,9.0,8
C-A55D0C02CCA4,Business,65+,Unknown,Northeast,2021-02-01,2025-05-12,2025-11-02,90,3,3,45229.1,45229.1,15076.37,44.0,3,0,0,Super Mid,5.0,3
C-F5A8468B93D5,Individual,35-44,F,South,2023-04-01,2024-02-16,2025-02-21,344,4,1,64954.89,34464.65,16238.72,9.0,1,2,1,Light Jet,5.0,1
C-12A1F46DA89E,Individual,45-54,F,Northeast,2022-04-01,2024-01-21,2024-01-26,736,3,0,66484.20999999999,0.0,22161.4,3.7,0,1,2,Light Jet,,5
C-189B2326FACE,Individual,45-54,F,Northeast,2021-03-01,2025-02-07,2026-01-10,21,6,6,71398.05,71398.05,11899.68,22.0,4,1,1,Midsize,1.0,3
C-40D0B028AD97,Individual,65+,Unknown,South,2021-03-01,2025-09-16,2025-09-16,137,1,1,20703.95,20703.95,20703.95,8.0,1,0,0,Midsize,,1
C-74DE46E9FD47,Business,25-34,M,Unknown,2021-03-01,2024-05-17,2024-11-17,440,11,0,182443.26,0.0,16585.75,58.6,6,5,0,Light Jet,,4
C-7F0CCBD767B9,Business,55-64,M,Midwest,2021-03-01,2024-04-10,2025-12-02,60,5,2,65459.45,29556.95,13091.89,13.4,0,4,1,Midsize,,5
C-910B10838654,Individual,45-54,M,West,2021-05-01,2024-02-14,2025-11-26,66,6,3,183583.12,67578.91,30597.19,29.2,2,3,1,Midsize,,2
C-7DE63B77DC23,Individual,35-44,M,Northeast,2021-04-01,2024-01-24,2024-09-26,492,12,0,391380.63,0.0,32615.05,1.3,1,9,2,Midsize,,5
C-B91318E8D8B4,Individual,55-64,F,Midwest,2021-04-01,2024-01-02,2025-07-27,188,14,9,378772.39,236135.53,27055.17,12.7,3,6,5,Midsize,,4
C-9303D6285F32,Individual,45-54,M,South,2024-05-01,2024-05-18,2025-06-14,231,2,1,30583.399999999998,9976.73,15291.7,21.0,1,1,0,Light Jet,,2
C-C0986952699C,Business,35-44,Unknown,West,2021-04-01,2024-01-09,2025-07-14,201,10,2,248801.12,69018.2,24880.11,10.4,2,8,0,Super Mid,,2
C-AF21923AF6B8,Individual,45-54,M,South,2024-11-01,2024-11-25,2025-12-04,58,2,1,49531.72,38843.61,24765.86,8.5,0,2,0,Midsize,,2
C-6DBE726C2783,Individual,45-54,Unknown,West,2024-07-01,2024-07-23,2025-08-22,162,6,3,174577.71,115200.71,29096.28,18.8,1,5,0,Super Mid,,10
C-1BE4A69E7817,Individual,45-54,M,South,2021-05-01,2024-06-21,2025-05-17,259,4,3,111277.0,60117.63,27819.25,67.0,0,3,1,Light Jet,,3
C-63BD05BDB7B0,Individual,55-64,M,Midwest,2021-06-01,2025-01-16,2025-01-16,380,1,0,38655.19,0.0,38655.19,1.0,1,0,0,Midsize,,7
C-30126706647D,Business,65+,F,International,2021-05-01,2024-01-22,2025-11-10,82,9,3,250423.58000000002,95468.84,27824.84,54.8,0,9,0,Light Jet,,4
C-9A3DC1F529D2,Business,35-44,M,South,2021-04-01,2024-01-24,2024-02-14,717,3,0,23458.8,0.0,7819.6,8.7,3,0,0,Light Jet,3.0,2
C-B0D886D89DC6,Individual,65+,M,Northeast,2021-05-01,2024-05-17,2025-12-01,61,6,2,117096.06,38432.99,19516.01,18.7,5,1,0,Super Mid,,2
C-8BBC9550D376,Individual,25-34,M,Unknown,2021-05-01,2024-08-01,2025-10-24,99,6,4,172484.02,136920.94,28747.34,24.8,2,4,0,Super Mid,,3
C-FE715131575F,Individual,45-54,F,Northeast,2021-06-01,2024-02-10,2026-01-16,15,8,3,276730.3,87960.91,34591.29,33.0,5,3,0,Super Mid,,3
C-63364DE471C1,Business,55-64,F,Midwest,2021-06-01,2024-07-20,2025-11-10,82,9,5,196253.93,103219.3,21805.99,24.7,7,2,0,Super Mid,6.0,5
C-FBEC59D990ED,Individual,45-54,M,Northeast,2021-05-01,2024-04-02,2025-12-26,36,7,5,167588.69,109739.79,23941.24,14.1,5,2,0,Light Jet,0.0,4
C-00177FAD017D,Individual,45-54,M,Northeast,2021-06-01,2024-05-04,2025-12-12,50,6,3,152812.94,71687.81,25468.82,8.5,4,2,0,Midsize,,5
C-354576EBFEF6,Business,45-54,Unknown,South,2022-06-01,2024-01-03,2024-10-28,460,7,0,128040.18,0.0,18291.45,4.4,1,4,2,Midsize,,4
C-39D97CEBF88B,Individual,45-54,M,South,2022-11-01,2024-10-13,2025-10-12,111,2,1,33452.36,11844.29,16726.18,4.0,2,0,0,Midsize,,2
C-766D048B06C1,Individual,45-54,M,West,2021-06-01,2024-01-04,2024-10-11,477,3,0,32959.15,0.0,10986.38,38.0,1,2,0,Heavy Jet,,2
C-D23383FFE83B,Business,55-64,M,Northeast,2021-05-01,2024-01-30,2025-05-21,255,5,2,121233.03,39952.45,24246.61,12.4,4,1,0,Midsize,,7
C-2A960CA07C0E,Individual,55-64,M,Northeast,2023-05-01,2024-03-20,2026-01-16,15,7,1,1367900.6,133906.9,195414.37,8.0,5,0,2,Light Jet,,1
C-D136E92D272B,Individual,45-54,F,Northeast,2021-06-01,2024-07-01,2024-07-01,579,1,0,19057.7,0.0,19057.7,60.0,0,1,0,Super Mid,5.0,5
C-4459498879DC,Individual,55-64,M,Northeast,2021-07-01,2024-02-22,2025-12-28,34,6,4,287305.24,167824.24,47884.21,43.5,0,6,0,Super Mid,1.0,3
C-FEB9EA35ACB4,Individual,55-64,M,Midwest,2025-04-01,2025-04-21,2025-04-21,285,1,1,31573.91,31573.91,31573.91,,1,0,0,Light Jet,0.0,2
C-13ADB1F772E7,Individual,55-64,F,Unknown,2021-06-01,2024-05-11,2025-10-10,113,5,1,122089.53,28321.2,24417.91,14.4,1,4,0,Light Jet,,5
C-371396F2B8B1,Business,55-64,M,Northeast,2021-08-01,2025-08-19,2025-08-19,165,1,1,29679.98,29679.98,29679.98,118.0,1,0,0,Super Mid,8.0,5
C-FDFB7D3ADCE7,Business,35-44,Unknown,Midwest,2021-09-01,2024-06-22,2025-10-25,98,6,5,257104.96000000002,199821.49,42850.83,29.7,0,6,0,Ultra Long Range,,4
C-B517A5BFB26F,Individual,45-54,M,West,2021-08-01,2025-06-12,2025-06-12,233,1,1,20017.35,20017.35,20017.35,,0,1,0,Ultra Long Range,,2
C-702590258E3E,Individual,55-64,Unknown,Northeast,2021-07-01,2024-01-21,2024-05-27,614,3,0,92468.75,0.0,30822.92,10.0,0,3,0,Midsize,6.0,6
C-36CE2C841D77,Individual,55-64,M,International,2021-10-01,2024-06-17,2024-06-17,593,1,0,72883.04,0.0,72883.04,29.0,0,1,0,Midsize,,0
C-E3C376DFFFA2,Individual,45-54,F,South,2021-07-01,2024-01-13,2025-11-22,70,9,4,209786.81,91629.35,23309.65,93.6,2,7,0,Light Jet,,3
C-DC6526147019,Business,45-54,Unknown,South,2021-07-01,2024-01-02,2026-01-19,12,34,21,561943.25,341006.77,16527.74,3.6,31,3,0,Super Mid,,6
C-5C206B586B72,Individual,55-64,M,Midwest,2023-10-01,2024-06-01,2025-12-10,52,11,7,237493.0,158812.12,21590.27,20.3,3,8,0,Light Jet,,3
C-D2D456A99789,Individual,45-54,,Northeast,2022-08-01,2025-03-26,2025-03-26,311,1,1,16008.08,16008.08,16008.08,2.0,0,1,0,Ultra Long Range,7.0,3
C-87509AC631F0,Individual,55-64,Unknown,Midwest,2021-08-01,2024-01-07,2025-12-23,39,54,33,1628189.65,1047334.83,30151.66,10.1,12,35,7,Midsize,,4
C-56D757E7742E,Individual,45-54,M,Midwest,2021-08-01,2024-01-06,2025-12-23,39,6,4,230486.59,155818.92,38414.43,21.2,3,3,0,Midsize,,5
C-EBAC51A5E2F7,Individual,45-54,F,South,2021-08-01,2024-01-02,2025-12-17,45,16,7,237448.33,93550.14,14840.52,12.6,14,2,0,Midsize,,2
C-D37D9CF4D016,Individual,55-64,F,Midwest,,2024-05-24,2025-08-26,158,4,2,132858.8,70100.68,33214.7,18.8,4,0,0,Heavy Jet,,2
C-F035CFAE8753,Individual,55-64,M,Northeast,2021-08-01,2024-06-30,2024-06-30,580,1,0,34265.82,0.0,34265.82,14.0,1,0,0,Light Jet,,5
C-BFD64C32AE25,Individual,55-64,M,Northeast,2021-09-01,2024-06-10,2024-11-22,435,2,0,104829.05,0.0,52414.52,15.0,0,1,1,Midsize,8.0,4
C-CC70AD148A2B,Individual,65+,M,West,2021-10-01,2024-06-23,2024-06-23,587,3,0,44929.99,0.0,14976.66,19.0,0,3,0,Super Mid,5.0,5
C-ABEAAF9D4297,Business,45-54,F,International,,2024-01-14,2026-01-27,4,70,43,2282181.26,1384547.71,32602.59,15.0,48,20,2,Super Mid,,4
C-950CC8279B4E,Individual,55-64,F,South,2021-10-01,2025-01-12,2025-11-19,73,2,1,91753.86,29243.72,45876.93,19.0,0,2,0,Heavy Jet,4.0,9
